code,name,strategy,resonance_count,action_guide
603577,汇金通,"one_sun,macd_water,golden_pit",3,"[one_sun]: 【爆发位】次日关注高开(1%-3%)。若放量突破昨日高点可进场，止损设在阳线1/2处。
[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
603885,吉祥航空,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002117,东港股份,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600927,永安期货,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002111,威海广泰,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
603901,永创智能,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002090,金智科技,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
603926,铁流股份,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002052,同洲电子,"one_sun,golden_pit",2,"[one_sun]: 【爆发位】次日关注高开(1%-3%)。若放量突破昨日高点可进场，止损设在阳线1/2处。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002815,崇达技术,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600843,上工申贝,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002023,海特高新,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
603969,银龙股份,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600784,鲁银投资,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600768,宁波富邦,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
000978,桂林旅游,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
000967,盈峰环境,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
000928,中钢国际,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
605155,西大门,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002051,中工国际,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
603085,天成自控,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002510,天汽模,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
603116,红蜻蜓,"one_sun,golden_pit",2,"[one_sun]: 【爆发位】次日关注高开(1%-3%)。若放量突破昨日高点可进场，止损设在阳线1/2处。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002538,司尔特,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002579,中京电子,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
601872,招商轮船,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
601857,中国石油,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002601,龙佰集团,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002293,罗莱生活,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
603700,宁水集团,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
601229,上海银行,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
601226,华电科工,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002250,联化科技,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
603408,建霖家居,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
601111,中国国航,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
601108,财通证券,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002203,海亮股份,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600989,宝丰能源,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600710,苏美达,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
603333,尚纬股份,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
000708,中信特钢,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
000061,农 产 品,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
000561,烽火电子,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600230,沧州大化,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600523,贵航股份,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
000821,京山轻机,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
688469,芯联集成,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600319,亚星化学,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600382,广东明珠,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600596,新安股份,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600029,南方航空,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
002078,太阳纸业,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600295,鄂尔多斯,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
600435,北方导航,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
000881,中广核技,"macd_water,golden_pit",2,"[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。"
601577,长沙银行,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
601528,瑞丰银行,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601512,中新集团,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600513,联环药业,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601600,中国铝业,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
600517,国网英大,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600571,信雅达,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601212,白银有色,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
600528,中铁工业,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601177,杭齿前进,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601121,宝地矿业,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600577,精达股份,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
600416,湘电股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
603045,福达合金,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
603038,华立股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
603027,千禾味业,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600446,金证股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
603020,爱普股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
603017,中衡设计,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
603015,弘讯科技,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
603002,宏昌电子,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
601789,宁波建工,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601968,宝钢包装,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601939,建设银行,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600480,凌云股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601882,海天精工,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600493,凤竹纺织,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
601061,中信金属,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
601777,千里科技,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600507,方大特钢,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601700,风范股份,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
601969,海南矿业,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
603070,万控智造,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600847,万里股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600635,大众公用,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600637,东方明珠,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600641,万业企业,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600839,四川长虹,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600830,香溢融通,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600819,耀皮玻璃,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600810,神马股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601003,柳钢股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600783,鲁信创投,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
600671,天目药业,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600676,交运股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600736,苏州高新,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
600721,百花医药,macd_water,1,[macd_water]: 【强势位】DIF在水上。若股价回踩20日线企稳可低吸，MACD红柱缩短需减仓。
600719,大连热电,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600698,湖南天雁,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600703,三安光电,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600707,彩虹股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
600658,电子城,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
601038,一拖股份,golden_pit,1,[golden_pit]: 【底部位】属于左侧潜伏。若今日放量阳线确认坑底，可轻仓试错，跌破坑底止损。
